agent,session_id,error_count,tool_calls,msg_count,retry_mentions,started_at,last_at
external_transcript_memory,tm:80cceadc-9ec0-4e23-a2fb-a2b448f075d3:ad0c35e,0,46,229,1,,
external_transcript_memory,tm:815bf209-969a-4bb3-b2d0-bbabb6fbd8d2:a9aee89,0,27,86,1,,
external_transcript_memory,tm:92e755d9-7ad5-4b1e-874d-5cc3c35f8ba0:a07d170,0,1,8,1,,
external_transcript_memory,tm:9e491f3c-ef6f-40dc-976f-8790e36b288d:a568251,0,9,49,1,,
external_transcript_memory,tm:9e491f3c-ef6f-40dc-976f-8790e36b288d:aa2412d,0,9,49,1,,
external_transcript_memory,tm:9e491f3c-ef6f-40dc-976f-8790e36b288d:acompact-ef18f1,0,0,2,1,,
external_transcript_memory,tm:9e491f3c-ef6f-40dc-976f-8790e36b288d:aff24f2,0,11,59,1,,
external_transcript_memory,tm:afcfd85a-6be3-4f67-89d9-debc72880bfd:acompact-f15fde,0,0,2,1,,
external_transcript_memory,tm:afee6431-9e54-44d6-bcdf-e64376db6df2:a0e0edd,0,50,150,1,,
external_transcript_memory,tm:b369e047-c876-41ae-8fff-0310aa852c46:a06294f,0,11,36,1,,
external_transcript_memory,tm:b369e047-c876-41ae-8fff-0310aa852c46:a8eb5c9,0,45,112,1,,
external_transcript_memory,tm:b53ace38-5dda-4811-aa32-998cd416a278:a36ab7d,0,40,122,1,,
external_transcript_memory,tm:b53ace38-5dda-4811-aa32-998cd416a278:a609596,0,38,85,1,,
external_transcript_memory,tm:b53ace38-5dda-4811-aa32-998cd416a278:a656e8f,0,32,92,1,,
external_transcript_memory,tm:ba21b265-f300-4981-8b4c-b2ae9df48fb7:a4545ec,0,6,31,1,,
external_transcript_memory,tm:ba3979ff-792e-4d3a-a45a-adb73482726d:acompact-71698c,0,0,2,1,,
external_transcript_memory,tm:ba3979ff-792e-4d3a-a45a-adb73482726d:acompact-f0e988,0,0,2,1,,
external_transcript_memory,tm:bfd68f44-46c0-4014-8e54-9eea16ea2457:a1f3406,0,35,184,1,,
external_transcript_memory,tm:bfd68f44-46c0-4014-8e54-9eea16ea2457:a613cc0,0,20,98,1,,
external_transcript_memory,tm:bfd68f44-46c0-4014-8e54-9eea16ea2457:ab4e84e,0,21,106,1,,
external_transcript_memory,tm:c232b97e-1626-47be-8427-8a54b0ecee40:a71b300,0,27,130,1,,
external_transcript_memory,tm:c4bd3f45-177e-4a6d-af93-1d3270ce6cbd:a24ef1a,0,10,53,1,,
external_transcript_memory,tm:c4bd3f45-177e-4a6d-af93-1d3270ce6cbd:a70a039,0,2,13,1,,
external_transcript_memory,tm:c78585ed-31a6-457f-a433-7b3e28fdd0e6:a7f8af5,0,7,26,1,,
external_transcript_memory,tm:c78585ed-31a6-457f-a433-7b3e28fdd0e6:aaffd22,0,7,24,1,,
external_transcript_memory,tm:cb952632-15a6-4945-82ad-e962e0b4c951:a29efab,0,51,145,1,,
external_transcript_memory,tm:d3b4e810-886f-437d-9e01-b5a6e2858855:a25c7d8,0,34,148,1,,
external_transcript_memory,tm:d6eb38f1-00bb-4500-a6c9-1431abc09ca6:a14a553,0,6,33,1,,
external_transcript_memory,tm:d6eb38f1-00bb-4500-a6c9-1431abc09ca6:a5b9521,0,6,28,1,,
external_transcript_memory,tm:da288af6-cae4-429f-b0e2-c85f266f3f89:af5900c,0,30,144,1,,
external_transcript_memory,tm:dde5bedd-2837-4b15-8afb-9ad03d2360c5:a0a23f7,0,28,136,1,,
external_transcript_memory,tm:debcb520-ed0a-45c9-a4bd-c6327e4a5742:a6965ef,0,32,168,1,,
external_transcript_memory,tm:e3320f85-50bf-4d64-9511-06ce157c2c10:a264ae3,0,124,589,1,,
external_transcript_memory,tm:e3320f85-50bf-4d64-9511-06ce157c2c10:a917211,0,25,132,1,,
external_transcript_memory,tm:e3320f85-50bf-4d64-9511-06ce157c2c10:acompact-1cba73,0,0,3,1,,
external_transcript_memory,tm:e8774718-a8d2-42b5-8dde-01fae38bf4b1:a061e51,0,30,271,1,,
external_transcript_memory,tm:eac2cb37-3a09-4eef-8e70-754eba8f20be:a4a07a4,0,14,70,1,,
external_transcript_memory,tm:eca8f151-f811-448b-a387-16558c0bf4f6:a1f42ad,0,14,48,1,,
external_transcript_memory,tm:eca8f151-f811-448b-a387-16558c0bf4f6:acompact-493c9c,0,0,3,1,,
external_transcript_memory,tm:ee4637f1-9903-4c1f-9dd1-1867c58a10e2:a487612,0,10,55,1,,
external_transcript_memory,tm:ee4637f1-9903-4c1f-9dd1-1867c58a10e2:ae00d4a,0,15,69,1,,
external_transcript_memory,tm:f15773b2-c6a1-4770-8cbf-e5dae494a954:a618a24,0,8,43,1,,
external_transcript_memory,tm:fb76a51b-4af6-4896-b0e4-2a1fc0963fbc:a199f04,0,25,86,1,,
external_transcript_memory,tm:070fa26b-5343-4184-a57a-8b7f571bc011:ab500ce,0,9,30,1,,
external_transcript_memory,tm:a6b19987-78b5-4ead-ae1c-1e610cd58b61:a493b02,0,29,89,1,,
external_transcript_memory,tm:a6b19987-78b5-4ead-ae1c-1e610cd58b61:a779014,0,32,106,1,,
external_transcript_memory,tm:a6b19987-78b5-4ead-ae1c-1e610cd58b61:aad4f08,0,28,87,1,,
external_transcript_memory,tm:6aff3916-94dd-4482-8c2e-e6d156d1a8b1:a208432,0,2,9,1,,
claude,f91ed1f1-9cdf-4ad8-b1ca-a7d4bd21ac71,0,60,3092,0,2026-03-04T18:51:36.005Z,2026-03-04T19:42:30.597Z
claude,005e4d97-c409-4060-9330-726cf005451f,0,2,11,0,2026-03-02T02:08:29.637Z,2026-03-02T02:08:43.584Z
claude,00a49fcc-f038-4046-b484-a2d7cb18659e,0,13,36,0,2026-03-02T03:26:16.582Z,2026-03-02T03:27:22.530Z
claude,00dff087-0466-4560-af61-e829f7333c74,0,0,2,0,2026-02-05T21:18:58.756Z,2026-02-05T21:18:58.911Z
claude,01a57d2c-d73e-46bc-b133-b3e5e8c8f8c5,0,0,5,0,2026-02-12T11:43:06.509Z,2026-02-12T11:43:07.736Z
claude,0281aea0-e32a-4a9d-b1f1-3bbc0d0e5057,0,0,6,0,2026-02-23T19:32:51.981Z,2026-02-23T20:06:24.732Z
claude,04e70f2b-8223-4989-8ba6-45ce8a9a1112,0,15,39,0,2026-02-23T16:49:34.950Z,2026-02-23T16:50:06.295Z
claude,0524bec6-e036-4838-8f13-25ac776350fd,0,0,4,0,2026-03-02T02:48:45.300Z,2026-03-02T02:48:48.221Z
claude,05ef2101-07c5-4789-a70a-fe48a03a478d,0,0,5,0,2026-03-02T03:26:48.377Z,2026-03-02T03:27:08.457Z
claude,068acb86-d42d-44e3-b715-dd6107bc11fa,0,10,29,0,2026-02-23T16:36:40.851Z,2026-02-23T16:37:04.556Z
claude,07629027-aa63-4da1-9b83-342a8117428f,0,0,5,0,2026-03-02T19:52:24.993Z,2026-03-02T19:52:46.099Z
claude,08fdee27-fb02-4445-922b-f422041b0782,0,7,23,0,2026-03-02T18:07:13.955Z,2026-03-02T18:09:55.377Z
claude,09025a1e-5894-4b1d-9410-920bd24af6b0,0,23,58,0,2026-03-02T18:16:27.111Z,2026-03-02T18:20:06.808Z
claude,09581f8a-f8b1-40d4-a0f3-388877367368,0,16,42,0,2026-02-23T16:51:37.999Z,2026-02-23T16:52:09.928Z
claude,0a133801-850c-477a-a255-9c46d39e2147,0,0,5,0,2026-02-25T13:12:01.683Z,2026-02-25T13:12:09.530Z
claude,0ace1f00-3967-4696-8d55-943fb4a2a6fa,0,9,28,0,2026-03-02T18:20:11.305Z,2026-03-02T18:21:40.001Z
claude,0b9d3b40-991d-4bfc-8c22-81871b51482d,0,0,2,0,2026-02-26T22:37:32.916Z,2026-02-26T22:37:33.068Z
claude,0c7836ce-7a41-4c63-8303-c7834e341ad2,0,0,5,0,2026-03-02T22:03:57.259Z,2026-03-02T22:04:06.017Z
claude,0d31f1d0-2a5f-4d17-9266-10ae624c4464,0,0,5,0,2026-03-02T20:19:30.481Z,2026-03-02T20:19:43.076Z
claude,0d410a09-eb8c-4805-87f8-241bc08a0d40,0,27,68,0,2026-03-02T17:46:20.716Z,2026-03-02T17:51:41.164Z
claude,0dd3733b-116f-4fe3-aa20-6b046d98f0f6,0,0,5,0,2026-03-02T04:08:42.642Z,2026-03-02T04:09:09.907Z
claude,0e2d5722-38ad-4d2c-bc68-42064fbfda72,0,0,5,0,2026-02-19T15:01:31.174Z,2026-02-19T15:01:37.161Z
claude,1045085b-78d8-4872-8501-f15a80a067c3,0,8,22,0,2026-03-02T03:27:55.581Z,2026-03-02T03:28:29.855Z
claude,10feb63e-6917-4190-a5b9-c914a6d251a3,0,14,159,0,2026-02-17T00:30:03.468Z,2026-02-17T00:46:10.267Z
claude,1117845e-a534-45c4-afcc-8bff800c54ec,0,0,2,0,2026-02-05T21:19:18.555Z,2026-02-05T21:19:18.699Z
claude,118f70ef-58bd-43fe-9b69-56295bb01a26,0,0,2,0,2026-02-05T21:19:29.035Z,2026-02-05T21:19:29.188Z
claude,119f2de9-667f-440a-a225-59f094842c07,0,12,32,0,2026-03-02T03:25:34.239Z,2026-03-02T03:26:31.525Z
claude,11b020de-cc84-40f3-8936-3a3349f21a95,0,12,32,0,2026-03-02T14:56:57.507Z,2026-03-02T14:57:53.906Z
claude,12396cb8-03fa-440c-8f95-d74f62b4ae92,0,10,28,0,2026-02-23T16:51:10.774Z,2026-02-23T16:51:33.948Z
claude,123af352-1ef5-478b-b5ed-eea79fc8262e,0,5,15,0,2026-03-02T03:30:53.383Z,2026-03-02T03:31:17.404Z
claude,12e4a9a5-566d-47f0-bba8-4954b38400da,0,5,16,0,2026-03-02T03:14:10.723Z,2026-03-02T03:14:36.147Z
claude,146714a4-61af-4d96-a780-fc72233e48f0,0,4,13,0,2026-03-03T15:56:16.385Z,2026-03-03T15:56:32.059Z
claude,14f09f9e-0931-4d48-baa6-c125de3515bf,0,0,5,0,2026-02-11T09:17:06.782Z,2026-02-11T09:18:22.157Z
claude,15bb6838-ed86-44ea-9d0a-40d5ed393228,0,0,2,0,2026-02-26T22:38:15.020Z,2026-02-26T22:38:15.221Z
claude,1606b81e-8ce5-4ccb-a53e-30afa335621f,0,5,16,0,2026-03-03T15:39:58.823Z,2026-03-03T15:40:23.863Z
claude,16770c30-c106-4760-88f4-09d4c2ed33fe,0,16,51,0,2026-03-03T13:24:45.341Z,2026-03-03T13:29:49.248Z
claude,16b8f9da-e2f2-4e28-86e1-3f8f00eb3613,0,21,53,0,2026-03-02T14:04:07.632Z,2026-03-02T14:05:22.937Z
claude,16d3cddf-bc05-4a5f-be8e-c87a62373749,0,0,7,0,2026-03-02T01:19:33.294Z,2026-03-02T01:19:38.001Z
claude,18152a57-624f-4bba-a0a3-e5589e7aaa68,0,5,61,0,2026-02-16T15:54:33.801Z,2026-02-16T16:11:37.649Z
claude,18a3f8c4-b1da-4622-9dca-77a9ce103c63,0,28,72,0,2026-03-02T18:21:00.491Z,2026-03-02T18:23:11.355Z
claude,1a362659-6e5a-451d-8b98-d01168ab64e6,0,8,22,0,2026-03-02T03:31:20.207Z,2026-03-02T03:32:00.750Z
claude,1a4a866e-f9a0-44bb-8021-37ed6dd63562,0,0,5,0,2026-03-02T20:57:36.129Z,2026-03-02T20:57:42.432Z
claude,1ac04e27-a2ec-452f-b5ee-e6f6714084ba,0,2,62,0,2026-03-03T00:48:05.764Z,2026-03-03T00:51:02.017Z
claude,1bcc2f12-568e-4de6-bbbb-b53aa0ce02ea,0,0,5,0,2026-03-02T03:30:37.126Z,2026-03-02T03:30:52.756Z
claude,1c006ae7-69da-48cf-8db1-b4ad434f282b,0,0,8,0,2026-02-10T22:08:18.387Z,2026-02-10T22:09:40.361Z
claude,1c1b6361-580e-4ef7-ab2b-6758731a922c,0,4,16,0,2026-02-23T16:37:28.964Z,2026-02-23T16:37:50.287Z
claude,1c7a7c3c-faa9-4067-ba94-0b9f11b0acdd,0,0,5,0,2026-03-02T20:08:30.049Z,2026-03-02T20:08:40.294Z
claude,1cdd06df-9bbf-4347-836a-f07008f1d049,0,10,29,0,2026-03-02T17:46:12.079Z,2026-03-02T17:47:17.010Z
claude,1dad5125-eab2-4e05-8b5b-9d1ceef6f46d,0,0,7,0,2026-02-16T16:10:29.100Z,2026-02-16T16:10:46.330Z
claude,1e4f8f44-ca9a-4c53-8fab-877184acaba5,0,20,51,0,2026-03-02T04:05:35.491Z,2026-03-02T04:09:13.662Z
claude,1ee286e3-aa3a-4cb9-91b4-caa7842aa94e,0,0,5,0,2026-03-02T03:15:28.301Z,2026-03-02T03:15:46.897Z
claude,1eeb6c1b-40dc-41c7-ac2f-8af1450a6de4,0,0,5,0,2026-02-20T17:50:38.737Z,2026-02-20T17:51:06.774Z
claude,1eecb89e-f4f0-4cba-86e0-bbf03d17afa4,0,5,15,0,2026-03-02T03:14:17.213Z,2026-03-02T03:14:41.163Z
claude,1f8a569c-5e5a-4f57-ae8e-21c248d56751,0,0,4,0,2026-02-17T01:30:36.550Z,2026-02-17T01:30:39.849Z
claude,1fa053bb-7aa0-4cba-9c73-ac59d3921a01,0,0,2,0,2026-02-27T01:40:58.529Z,2026-02-27T01:40:58.660Z
claude,211b8455-eb06-4024-8d14-63515027ab3d,0,23,255,0,2026-02-03T18:59:33.707Z,2026-02-03T19:12:48.496Z
claude,213246c8-d024-49d9-80aa-8ad6273b0a33,0,0,9,0,2026-02-03T01:47:38.311Z,2026-02-03T01:53:00.525Z
claude,215ca4a1-35a3-47a4-92ec-bb9ba2a42eb4,0,0,6,0,2026-02-24T02:43:47.039Z,2026-02-24T02:45:43.978Z
claude,21bb5ce2-2a84-4ca9-9f56-f7d6dc6825b1,0,0,6,0,2026-02-24T00:24:12.758Z,2026-02-24T01:01:32.693Z
claude,22c4c313-4900-4c83-b037-7f2b19966545,0,3,11,0,2026-03-02T03:28:18.825Z,2026-03-02T03:28:41.465Z
claude,232b7ce4-ae24-41ef-980e-162032cb2e69,0,23,55,0,2026-03-02T04:04:04.306Z,2026-03-02T04:07:44.727Z
claude,237d48a8-5f21-48f2-9505-666335ef8839,0,0,5,0,2026-03-02T20:20:52.699Z,2026-03-02T20:21:07.722Z
claude,23d20424-e009-4e7a-9d6a-250492175ab4,0,11,28,0,2026-03-02T03:49:21.577Z,2026-03-02T03:51:11.846Z
claude,2413458b-d1bb-4c83-b5d9-b013d353a16c,0,0,2,0,2026-02-27T00:42:55.860Z,2026-02-27T00:42:56.023Z
claude,2431f82b-6c04-4595-85f1-e0ce9978db71,0,0,4,0,2026-02-16T01:32:25.191Z,2026-02-16T01:32:28.810Z
claude,24b72255-2d32-44fc-b9d8-02d0b22fa393,0,0,5,0,2026-03-02T22:05:33.433Z,2026-03-02T22:05:41.566Z
claude,24df1a50-49bb-4b7a-8735-9a347eab30c9,0,0,2,0,2026-02-05T21:18:52.569Z,2026-02-05T21:18:52.810Z
claude,25b08950-cf69-49a2-9963-7221ebcb6bbf,0,8,25,0,2026-03-02T02:08:46.643Z,2026-03-02T02:09:16.710Z
claude,2606a8e2-da52-4ecf-b335-4ec66f0fbdb6,0,17,43,0,2026-03-02T04:05:36.278Z,2026-03-02T04:08:14.690Z
claude,26d28005-8572-4081-969b-e80e07719c12,0,11,32,0,2026-02-23T16:42:00.151Z,2026-02-23T16:42:28.816Z
claude,27b48e12-945a-4c47-a086-8c00ad035b05,0,0,5,0,2026-03-02T22:36:20.919Z,2026-03-02T22:36:27.832Z
claude,281eb159-7d35-4c91-b374-b9aaf6096dfe,0,2,11,0,2026-02-23T16:48:16.847Z,2026-02-23T16:48:31.302Z
claude,29d0e505-49cf-4a16-917a-03e1d2a950ea,0,10,27,0,2026-03-02T03:31:27.343Z,2026-03-02T03:32:07.394Z
claude,2a27e44d-9795-4538-b9df-69aaa7b0e35d,0,0,5,0,2026-03-02T03:31:31.037Z,2026-03-02T03:31:38.936Z
claude,2ae51e77-edb6-4efe-8647-7be2b5c92d2a,0,0,5,0,2026-03-02T04:09:09.629Z,2026-03-02T04:09:22.917Z
claude,2b01d91f-4c27-4ad4-b1d9-b35ac9aaf4d1,0,7,21,0,2026-03-02T04:04:09.840Z,2026-03-02T04:05:24.254Z
claude,2bdf9903-562a-4f99-b38b-5aacb12f89b9,0,0,10,0,2026-02-12T11:51:36.411Z,2026-02-12T11:51:44.967Z
claude,2d1a8a89-32f6-41dc-9c64-29957734de41,0,17,44,0,2026-03-02T03:28:50.778Z,2026-03-02T03:30:22.035Z
claude,2d60211c-d6a6-4f83-8c69-bf4a3c781454,0,0,4,0,2026-03-02T02:49:38.022Z,2026-03-02T02:49:41.098Z
claude,2e69cc7a-9f5d-4263-8b7c-ec4bcd46b9ac,0,13,35,0,2026-03-02T04:05:34.958Z,2026-03-02T04:07:41.340Z
claude,2f4a361f-4220-44ee-8a97-6e929c184bc5,0,0,2,0,2026-03-02T21:36:43.776Z,2026-03-02T21:36:43.909Z
claude,30ccea2a-9a74-44e9-b9f1-453cc99178dd,0,0,5,0,2026-03-02T22:05:49.081Z,2026-03-02T22:06:04.347Z
claude,31544a65-6b8e-46fc-ac47-7bdcbc799b05,0,0,6,0,2026-02-21T13:32:17.726Z,2026-02-21T13:32:25.607Z
claude,3242a4b2-584e-42e7-8863-379ff5e3776c,0,19,48,0,2026-03-03T15:09:41.848Z,2026-03-03T15:12:14.517Z
claude,32867e1a-d771-4e77-9b81-ace1a913d2da,0,8,25,0,2026-03-02T18:46:27.595Z,2026-03-02T18:50:57.083Z
claude,332e410a-f69d-4f9c-8db7-f013bab7bce5,0,0,5,0,2026-03-02T22:04:40.696Z,2026-03-02T22:04:47.660Z
claude,34f0aae7-9f5b-42e8-b336-8eae5ef573bb,0,4,13,0,2026-03-02T03:32:09.576Z,2026-03-02T03:32:30.118Z
claude,3509c3de-8ed3-4c4b-a8a5-522daa47d42c,0,4,29,0,2026-02-24T03:55:42.892Z,2026-02-24T03:56:08.187Z
claude,352854f3-e86f-4f56-8e36-3ab1e101a7b2,0,0,5,0,2026-03-02T22:06:09.987Z,2026-03-02T22:06:23.313Z
claude,356d66b7-6a36-436b-93b5-98f5baa79f7b,0,0,5,0,2026-03-02T22:03:04.036Z,2026-03-02T22:03:15.914Z
claude,37688e34-d58b-4345-bce8-4af388baf9b9,0,0,2,0,2026-02-19T18:30:56.449Z,2026-02-19T18:31:03.518Z
claude,38c60483-3469-46ce-802b-452a05c8b1f9,0,26,63,0,2026-03-02T03:28:55.664Z,2026-03-02T03:30:23.187Z
claude,39c600c6-3ee6-4cda-9dcd-5e57d405cc2f,0,3,11,0,2026-03-02T03:25:53.703Z,2026-03-02T03:26:09.474Z
claude,39cb152e-2dad-4588-8563-fb3ed4368c2f,0,4,15,0,2026-03-03T15:52:02.389Z,2026-03-03T15:53:31.662Z
claude,3a0c16ea-40c4-4f76-88ef-e7429c79530d,0,0,5,0,2026-02-20T19:22:30.653Z,2026-02-20T19:23:18.152Z
claude,3aa515c3-c790-4c45-8c99-43595a58c1c0,0,4,13,0,2026-03-02T04:04:08.079Z,2026-03-02T04:05:05.935Z
claude,3ad9a734-8536-417e-9a7f-5a878fc8c84a,0,0,2,0,2026-02-27T12:34:37.636Z,2026-02-27T12:34:40.493Z
claude,3d0ebc15-bd02-46bf-bad3-11f122f07649,0,15,39,0,2026-02-23T16:46:44.115Z,2026-02-23T16:47:13.290Z
claude,3d330678-5115-49f9-b92e-453166897dcf,0,10,27,0,2026-03-02T03:30:45.399Z,2026-03-02T03:31:29.730Z
claude,3d5abf4a-fbfd-46c7-9f04-302d277f0f29,0,0,5,0,2026-03-02T04:10:33.229Z,2026-03-02T04:10:42.042Z
claude,3dc66299-f33c-4c3c-aa6f-87abfe23886c,0,0,5,0,2026-03-02T20:04:56.845Z,2026-03-02T20:05:05.865Z
claude,405e68fc-044b-431c-b059-9ffd7073c36a,0,9,27,0,2026-02-23T16:37:54.538Z,2026-02-23T16:38:17.325Z
claude,4118f2a9-5762-4937-afa1-2eb384e1d1ed,0,4,13,0,2026-03-02T03:25:47.325Z,2026-03-02T03:26:14.371Z
claude,41760b95-f0fd-48fc-9017-fe1045e111ad,0,0,5,0,2026-03-02T22:04:46.775Z,2026-03-02T22:05:00.621Z
claude,420444a9-ce01-43c1-9836-e20ca15cb88b,0,44,312,0,2026-02-10T12:11:21.057Z,2026-02-10T12:24:50.193Z
claude,42776352-8558-4f06-8607-cb7189a61e3b,0,0,4,0,2026-02-21T13:33:17.815Z,2026-02-21T13:33:21.712Z
claude,4299a439-765e-42f5-8bdb-ae4a59571585,0,7,24,0,2026-03-02T14:39:03.249Z,2026-03-02T14:39:42.347Z
claude,43932ef2-18e4-49c6-948e-991ae19c00be,0,0,5,0,2026-03-02T22:04:22.265Z,2026-03-02T22:04:31.994Z
claude,43a3b4af-1c4d-4600-8bd1-0b4dd0b479ed,0,0,2,0,2026-02-05T21:19:25.535Z,2026-02-05T21:19:25.720Z
claude,43f008d5-48f3-4b41-a2e3-b9cdd0054fec,0,0,5,0,2026-03-02T22:03:22.102Z,2026-03-02T22:03:30.061Z
claude,46a725da-0772-4090-b227-cd90777dc591,0,10,27,0,2026-03-02T03:32:48.442Z,2026-03-02T03:33:35.601Z
claude,480c3ac5-6755-48d7-9920-49ee88b21957,0,0,5,0,2026-02-05T16:21:00.409Z,2026-02-05T16:21:04.587Z
claude,4a52b84a-9a85-47bf-8d23-9eebc97dc3ae,0,17,43,0,2026-03-02T04:04:08.386Z,2026-03-02T04:06:40.295Z
claude,4bb5b58d-4ee3-4262-ae6a-bcd0e46becef,0,5,19,0,2026-02-23T16:38:49.746Z,2026-02-23T16:39:38.118Z
claude,4c0d1871-ee48-465a-ae4c-5d9c8c631438,0,0,5,0,2026-03-02T04:11:06.516Z,2026-03-02T04:11:19.618Z
claude,4c94b603-c3b1-4bad-bdbe-a99521da9656,0,11,29,0,2026-03-02T03:31:46.153Z,2026-03-02T03:32:43.659Z
claude,4ca32f19-54e5-4f79-bb0f-3bf2d42fd046,0,0,2,0,2026-02-05T21:19:46.772Z,2026-02-05T21:19:46.925Z
claude,4ca77a0f-51f9-40ef-824d-9f4fe481a4b6,0,15,39,0,2026-02-23T16:43:12.737Z,2026-02-23T16:43:40.911Z
claude,4cc76f7d-2bf4-4a12-9b41-30f842b4df97,0,0,2,0,2026-02-24T00:58:03.612Z,2026-02-24T00:58:08.161Z
claude,4cecedc4-8abb-4cc8-a6d0-8e8b31a75fb0,0,0,4,0,2026-02-20T17:28:45.370Z,2026-02-20T17:28:55.210Z
claude,4cfd01b8-31f8-4692-892e-73b80ce4f778,0,18,43,0,2026-03-03T15:38:55.991Z,2026-03-03T15:39:57.147Z
claude,4d6d7d50-73b7-4e0b-b155-a41c39251198,0,4,13,0,2026-03-02T04:05:37.493Z,2026-03-02T04:06:56.353Z
claude,4dfcbcdc-45ee-47dd-b97e-a18f62d42cfd,0,0,5,0,2026-03-02T03:32:21.715Z,2026-03-02T03:32:31.260Z
claude,501d3006-dc71-44bf-a541-9721f8188c94,0,6,20,0,2026-03-02T03:13:25.141Z,2026-03-02T03:15:26.793Z
claude,5113a42b-f5b5-409d-a91b-0b68ea244e6d,0,7,23,0,2026-03-02T04:05:35.799Z,2026-03-02T04:08:29.968Z
claude,51db81ab-7f05-4fbb-a44e-45e8fa5aa2c9,0,0,4,0,2026-02-19T16:03:48.347Z,2026-02-19T16:04:31.632Z
claude,5295f8b5-93a6-4662-a848-2db71da7f390,0,12,38,0,2026-03-03T13:27:19.909Z,2026-03-03T13:28:55.743Z
claude,5439a863-e37e-4fff-9692-05f2c642ca44,0,9,26,0,2026-02-23T16:45:52.007Z,2026-02-23T16:46:14.471Z
claude,56072d17-b24a-4e06-8e53-034622200098,0,9,26,0,2026-02-23T16:50:10.858Z,2026-02-23T16:50:34.149Z
claude,56bbfa37-c1dd-4828-b90a-4a5ed49346cc,0,2,11,0,2026-02-23T16:41:17.674Z,2026-02-23T16:41:31.950Z
claude,57dd7e44-1c94-41b1-8333-59e3aa6fd709,0,0,5,0,2026-03-02T22:05:03.268Z,2026-03-02T22:05:11.301Z
claude,591b2dd5-8ef6-4ce0-82e3-3bcd0104a458,0,10,28,0,2026-02-23T16:46:17.937Z,2026-02-23T16:46:40.460Z
claude,599175a6-7215-461b-8167-e78e6e69be5d,0,0,5,0,2026-03-02T22:04:52.112Z,2026-03-02T22:05:06.821Z
claude,599ce40e-2e87-4c3a-9cee-d6fe316c58e5,0,5,15,0,2026-03-02T04:05:33.330Z,2026-03-02T04:06:54.701Z
claude,59b3bfd7-cbef-47dd-8558-97c3d3a04051,0,0,5,0,2026-02-27T01:40:26.623Z,2026-02-27T01:41:19.520Z
claude,59f3898a-2887-498b-8f31-3d2493840a1f,0,0,5,0,2026-03-02T22:35:20.730Z,2026-03-02T22:35:27.613Z
claude,5a53971b-403d-4aaa-af77-a413c43e4318,0,16,42,0,2026-03-02T03:28:38.690Z,2026-03-02T03:29:38.145Z
claude,5a9f6de9-5fc0-4cd0-a9fd-38f740ee8e39,0,2,11,0,2026-02-23T16:45:33.444Z,2026-02-23T16:45:48.573Z
claude,5b503cfc-8b56-4379-b9e7-79af2d72031d,0,0,2,0,2026-02-26T20:36:28.018Z,2026-02-26T20:36:33.509Z
claude,5b68eb61-8576-4085-a011-23ff2bee0df0,0,0,5,0,2026-03-02T03:30:18.744Z,2026-03-02T03:30:45.722Z
claude,5bb8036d-c850-4414-b1bc-db1cfbe493e9,0,0,2,0,2026-02-24T01:03:33.398Z,2026-02-24T01:03:40.760Z
claude,5d77676c-0249-4f7b-a65a-5718f938c42f,0,0,5,0,2026-03-02T04:07:42.951Z,2026-03-02T04:07:54.683Z
claude,5dc74dea-d917-41f7-aa1d-97af933f1a6c,0,0,5,0,2026-03-02T03:28:24.960Z,2026-03-02T03:28:36.648Z
claude,5f3bd56e-2444-4cb0-b425-fac30f4341d7,0,0,5,0,2026-03-02T22:02:44.241Z,2026-03-02T22:02:50.573Z
claude,610ccb61-4c9b-430d-995d-a271e876d1f2,0,0,2,0,2026-03-01T17:04:50.007Z,2026-03-01T17:04:55.361Z
claude,619f9b03-91e0-4af6-bbdd-bea88873ac07,0,0,5,0,2026-03-02T03:32:02.254Z,2026-03-02T03:32:16.046Z
claude,6265d578-ec3b-454b-b51e-a05dda1915bb,0,0,2,0,2026-02-24T02:54:14.514Z,2026-02-24T02:54:14.678Z
claude,62e7c77e-2244-46d7-bb9f-7572e7111a24,0,0,5,0,2026-03-02T19:51:38.115Z,2026-03-02T19:51:48.961Z
claude,63136049-2cd0-49be-9df8-3d59917bd928,0,0,2,0,2026-03-04T03:16:12.819Z,2026-03-04T03:16:12.951Z
claude,63f7e194-dd38-4386-8906-639fd7147d66,0,12,36,0,2026-03-02T04:04:09.712Z,2026-03-02T04:07:08.399Z
claude,65364731-0cef-4260-bfdd-912f9dcdf116,0,10,29,0,2026-02-23T16:38:21.107Z,2026-02-23T16:38:45.931Z
claude,65ff53b9-8f59-4ea5-8cb3-08dbd4c3d4f4,0,12,34,0,2026-03-02T14:03:18.225Z,2026-03-02T14:04:57.393Z
claude,674e45c5-1ae9-4924-aafc-cca961adaca0,0,0,2,0,2026-02-05T21:19:22.005Z,2026-02-05T21:19:22.170Z
claude,67f8a536-fc08-4b8f-a604-80093a13e4eb,0,3,12,0,2026-03-02T03:28:08.255Z,2026-03-02T03:28:30.965Z
claude,69396e2a-0403-470e-b89b-d808669bb888,0,0,4,0,2026-03-02T01:19:24.496Z,2026-03-02T01:19:25.592Z
claude,69537d77-000f-4a44-b591-e17d99791008,0,15,39,0,2026-02-23T16:50:38.098Z,2026-02-23T16:51:06.965Z
